EIN,NAME,ICO,STREET,RAW STREET,CITY,STATE,ZIP,Latitude,Longitude,Accuracy Score,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
475509587,NORTH DURHAM YOUTH EMPOWERMENT PROJECT,,1844 N DURHAM ST,,BALTIMORE,MD,21213-2448,39.311797,-76.592517,1,0,6,3,2000,201502,2,0,000000000,1,1,201812,0,0,2,0,12,0,0,0,S41,
475511592,EARLY BIRDS PLAYGROUP,,2719 SAINT PAUL ST,,BALTIMORE,MD,21218-4333,39.32128,-76.615274,1,0,3,3,1200,201906,1,16,000000000,1,1,,0,0,2,0,12,0,0,0,P42,BOND
475527163,MTM FOUNDATION,,6502 BELAIR RD UNIT 18935,,BALTIMORE,MD,21206-8521,39.3541,-76.532721,1,0,3,3,2000,201512,1,16,000000000,1,1,201812,0,0,2,0,12,0,0,0,B82,
475535634,OPEN WORKS INC,,1400 GREENMOUNT AVE,,BALTIMORE,MD,21202-5684,39.30609,-76.608958,1,0,3,3,1700,201604,1,10,000000000,1,1,,0,0,6,0,12,0,0,0,X20,
475551124,PARENT BOOSTER USA INC,% TINA IGNATZ,1100 MACE AVE,,BALTIMORE,MD,21221-3315,39.325156,-76.472655,1,0,3,3,1000,201505,1,4,000000000,1,1,201812,4,3,0,1,12,157104,46841,0,P20,
475577951,TUBA THE UGANDA-BALTIMORE ALLIANCE,% AMY KLOSTERMAN,2710 MANHATTAN AVE,,BALTIMORE,MD,21215-4119,39.358225,-76.674961,1,0,3,3,1800,201606,1,4,000000000,1,1,201812,2,0,0,1,12,12728,0,0,E20,
475593783,FULL CIRCLE DANCE COMPANY,% ANGELICA DANIELE,3600 CLIPPER MILL RD STE 108,,BALTIMORE,MD,21211-1950,39.330727,-76.642527,1,0,3,3,1200,201501,1,16,000000000,1,1,201612,0,0,2,0,12,0,0,0,R12,
475617215,WEBEN RECYCLING PROJECT INCORPORATED,% JAMAL JACKSON,901 DRUID PARK LAKE DR APT 6J,,BALTIMORE,MD,21217-5235,39.316596,-76.636524,1,0,3,3,1000,201506,1,4,000000000,1,1,201812,6,6,0,1,12,1982984,2301656,0,T22,
475636859,WASHINGTON HILL COMMUNITY ASSOCIATION INC,,27 S ANN ST,,BALTIMORE,MD,21231-1802,39.29078,-76.591454,1,1999,3,9,1200,196905,1,16,000000000,5,1,201612,0,0,2,0,12,0,0,0,,PTSA AT KENWOOD HIGH SCHOOL
475649093,JOHN HOPKINS UNIVERSITY,% THE JOHNS HOPKINS UNIV TAX OFFICE,3910 KESWICK ROAD SUITE N4327B,,BALTIMORE,MD,21211-2226,39.33573,-76.628997,1,0,3,3,2000,201502,1,16,046000000,1,1,201612,1,1,2,0,12,1,1,0,A33,
475664868,NORTHEAST FAMILY AND COMMUNITY CENTER,% DAVID BIGGERS,4801 SIPPLE AVE,,BALTIMORE,MD,21206-5605,39.328243,-76.550168,1,0,3,3,1200,201808,1,15,000000000,1,1,,0,0,1,0,12,0,0,0,A25,
475679003,LEV AVOS PARENTING INSTITUTE INC,% JONATHAN M LASSON,6210 BENHURST RD,,BALTIMORE,MD,21209-3807,39.365947,-76.68978,1,0,3,3,1000,201601,1,15,000000000,1,1,201812,1,4,1,0,12,1593,347258,347258,A23,
476309118,CHARLES T BAUER CHARITABLE FOUNDATION,,901 S BOND ST STE 400,,BALTIMORE,MD,21231-3340,39.280629,-76.59432,1,0,3,3,1200,201502,1,16,000000000,1,1,201812,0,0,2,0,12,0,0,0,Y99,
481264607,CHRISTIAN LIBERTY INTERNATIONAL MINISTRIES INC,% JOHN FEMI AKINYEMI,6117 JOHNNYCAKE RD,,BALTIMORE,MD,21207-3928,39.298485,-76.737043,1,0,3,3,1000,201501,1,15,000000000,1,1,201812,0,0,2,0,12,0,0,0,B80,
510153392,SOLID ROCK PENTECOSTAL CHURCH OF CHRIST DISCIPLE OF CHRIST INC,,1901 BELAIR RD,,BALTIMORE,MD,21213-1515,39.312926,-76.583229,1,0,3,3,1000,201504,1,15,001000000,1,1,201612,1,1,2,0,12,81,3590,3590,I40,
510196887,LEO V BERGER FUND,% S KASSAP,,C/O 3635 OLD COURT RD NO 309,BALTIMORE,MD,21208-0000,39.385156,-76.727036,0.67,0,3,3,1270,201806,1,15,602000000,1,1,201812,0,0,2,0,12,0,0,0,X99,
510214510,ROMAN CATHOLIC ARCHDIOCESE OF BALTIMORE DIV OF ELEM & SECONDARY,,320 CATHEDRAL ST,,BALTIMORE,MD,21201-4421,39.293776,-76.617148,1,0,3,3,1700,201812,1,4,046001000,1,1,,0,0,0,1,12,0,0,0,X20,
510214604,DELTA SIGMA THETA SORORITY,% JOHN HOPKINS UNIVERSITY,PO BOX 33495,,,,,0,0,0,0,3,3,1000,201904,1,15,036040319,1,1,,0,0,1,0,6,0,0,0,O20,
510215570,DISABILITY RIGHTS MARYLAND INC,,1500 UNION AVE STE 2000,,BALTIMORE,MD,21211-1982,39.332651,-76.640865,1,0,3,3,1570,201504,1,15,160430000,1,1,201812,3,4,1,0,12,98550,303713,303713,L99,
510243571,ACCREDITATION BOARD FOR ENGINEERING AND TECHNOLOGY,,415 N CHARLES ST,,BALTIMORE,MD,21201-4405,39.294789,-76.615172,1,0,3,3,1200,201501,1,15,161180602,1,1,201712,0,0,2,0,12,0,0,0,C34,
510373591,FAITH PRAISE TEMPLE OF JOY MINISTRIES INC,,PO BOX 485,,,,,0,0,0,0,3,3,1000,201903,1,15,000000000,1,1,,0,0,1,0,12,0,0,0,P62,
510460556,NEW FREEDOM ECUMENICAL MINISTRIES INTERNATIONAL INC,% RONALD L HOWARD SR,4915 REISTERSTOWN RD # 21,,BALTIMORE,MD,21215-5519,39.342406,-76.678802,1,928,3,9,1700,194603,1,10,000000000,5,1,,0,0,6,0,12,0,0,0,,
510483088,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,% NAZAR SCOTT,4805 MOUNT HOPE DR,,BALTIMORE,MD,21215-3206,39.344527,-76.709393,1,0,3,3,1000,201503,1,15,430059480,1,1,201812,0,0,2,0,12,0,0,0,K36,
510486508,KINGDOM HARVEST CHRISTIAN CENTER INCORPORATED,% VICKI HALL,3400 COPLEY RD,,BALTIMORE,MD,21215-7131,39.326462,-76.677812,1,0,3,3,2000,201503,1,15,000000000,1,1,201812,1,3,1,0,12,7413,99882,99882,B92,
510504605,SALT AND LIGHT MINISTRIES,% CHARLES MCDANIEL,5602 GERLAND AVE,,BALTIMORE,MD,21206-3707,39.334639,-76.54161,1,0,3,3,1000,201503,1,3,000000000,1,1,201812,6,5,0,1,12,1097046,820757,0,P20,
510529065,MARYLAND BEVERAGE ASSOCIATION C D C INC,% DR LOUISE JONES JOHNSON,3708 W MULBERRY ST,,BALTIMORE,MD,21229-2930,39.291953,-76.678768,1,0,3,3,1200,201605,1,16,000000000,1,1,201812,0,0,2,0,12,0,0,0,B12,
510585529,SWEET HOPE VILLAGE COMMUNITY DEVELOPMENT CORPORATION INC,,3925 DOLFIELD AVE,,BALTIMORE,MD,21215-5673,39.339924,-76.683032,1,0,3,3,7000,201506,1,10,000000000,1,1,,0,0,6,0,12,0,0,0,X20,
510611282,COMMUNITY CHURCH OUTREACH CENTER INC,% REGINALD A GRIFFIN,3903 W FOREST PARK AVE,,BALTIMORE,MD,21207-7404,39.324957,-76.684426,1,0,3,3,2000,201704,1,16,000000000,1,1,201901,0,0,2,0,1,0,0,0,A6B,
510637821,MID ATLANTIC YOUTH BALLET AND CENTER FOR DANCE EDUCATION INC,% NADIA PORTER,1703 E JOPPA RD,,BALTIMORE,MD,21234-3638,39.396829,-76.562386,1,0,3,3,1000,201502,1,16,000000000,1,1,201712,0,0,2,0,12,0,0,0,P20,
510668738,CHAVERIM OF BALTIMORE INC,% DAVID KNOPF,2705 MAURLEEN CT,,BALTIMORE,MD,21209-1418,39.377447,-76.689045,1,928,3,9,1700,194603,1,10,000000000,5,1,,0,0,6,0,12,0,0,0,,
520140467,LANSDOWNE CHRISTIAN CHURCH,% LOIS NEILSON TREASURER,101 CLYDE AVE,,BALTIMORE,MD,21227-3040,39.244922,-76.663146,1,0,3,3,1200,201502,1,4,000000000,1,1,201812,3,4,0,1,12,69750,104849,0,O50,
520151412,ST JAMES P E CHURCH,,1020 W LAFAYETTE AVE,,BALTIMORE,MD,21217-2555,39.299466,-76.635602,1,0,3,3,7000,201804,1,10,001919000,1,1,,0,0,6,0,12,0,0,0,X30,
520217083,TRAVELERS PROTECTIVE ASSOCIATION OF AMERICA,% HERBERT STRUDER,602 ARLEWOOD RD,,BALTIMORE,MD,21228-3434,39.278009,-76.730208,1,0,3,3,1200,201503,1,16,265000000,1,1,201812,2,3,2,0,12,19555,44520,44520,O20,
520221603,ALUMNI ASSOCIATION OF THE UNION MEMORIAL HOSPITAL SCHOOL NURSING,% OLIVIA WHITTEMORE,2231 PELHAM AVE,,BALTIMORE,MD,21213-1032,39.329287,-76.578332,1,0,3,3,1000,201512,1,15,205279040,1,1,201812,3,4,1,0,12,80398,176076,176076,C20,
520222815,THE AMERICAN LEGION DEPARTMENT OF MARYLAND INCORPORATED,% THOMAS LEE DAVIS WAR MEM BLDG RME,101 N GAY ST STE E,,BALTIMORE,MD,21202-4033,39.290973,-76.608407,1,0,3,3,1000,201707,1,16,907000000,1,1,201712,0,0,2,0,12,0,0,0,P20,
520226230,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONARY STHRN JRSDCTN OF USA,,3800 N CHARLES ST,,BALTIMORE,MD,21218-1805,39.335209,-76.618774,1,0,3,3,1000,201504,1,16,030059902,1,1,201812,1,0,2,0,12,2640,0,0,N32,
520226269,ANCIENT FREE & ACCEPTED MASONS OF MARYLAND,% JOHN J BRADDOCK,310 S CONKLING ST,,BALTIMORE,MD,21224-2401,39.288046,-76.567453,1,0,3,3,1280,201503,1,16,036000000,1,1,201612,0,0,2,0,12,0,0,0,O54,
520236190,BALTIMORE COUNTRY CLUB OF BALTIMORE CITY,% BALT,4712 CLUB RD,,BALTIMORE,MD,21210-2228,39.35068,-76.640241,1,0,3,3,1000,201910,1,16,280000000,1,1,201812,0,0,1,0,12,0,0,0,B90,
520237444,POST OFFICE CREDIT UNION OF MARYLAND,,900 E FAYETTE ST RM 606,,BALTIMORE,MD,21233-1050,39.292308,-76.604998,0.9,0,3,3,1200,201505,1,15,251000000,1,1,201812,1,0,2,0,12,1,0,0,L40,
520238203,DESTINATIONS CREDIT UNION,,8767 SATYR HILL RD,,BALTIMORE,MD,21234-2825,39.398118,-76.543154,1,0,3,3,1000,201506,1,15,251000000,1,1,201812,0,0,2,0,12,0,0,0,T99,
520238400,BALTIMORE YACHT CLUB INC,% ROBIN URBANSKI / LOLA,800 BALTIMORE YACHT CLUB RD,,BALTIMORE,MD,21221-2051,39.289326,-76.39584,1,0,3,3,1200,201508,1,15,280000000,1,1,201806,1,4,1,0,6,6559,153263,153263,A60,
520238805,BAR ASSOCIATION OF BALTIMORE CITY,% PATTI DEGULIMI,111 N CALVERT ST STE 627,,BALTIMORE,MD,21202-1917,39.290827,-76.611666,1,0,3,3,1000,201503,1,16,059480908,1,1,201812,0,0,2,0,12,0,0,0,K30,
520246500,BETTER BUSINESS BUREAU OF GREATER MARYLAND INC,% VALLEY,502 SOUTH SHARP STREET NO 1200,,BALTIMORE,MD,21201-2445,39.282715,-76.618175,1,0,3,3,1000,201506,1,15,059000000,1,1,201812,1,4,1,0,12,4525,106665,106665,P28,
520258140,BRYN MAWR SCHOOL FOR GIRLS OF BALTIMORE CITY,,109 W MELROSE AVE,,BALTIMORE,MD,21210-1326,39.363962,-76.630322,1,1601,3,9,7000,196310,0,10,046030000,5,1,,0,0,6,0,12,0,0,0,,
520284053,MUNICIPAL EMPLOYEES CREDIT UNION OF BALTIMORE INC,,1 SOUTH STREET,,BALTIMORE,MD,21202-3298,39.289279,-76.610574,1,0,3,3,1000,201511,1,15,251000000,1,1,201812,1,3,2,0,12,2965,48441,48441,E30,
520303560,ELKRIDGE CLUB INC,% GILBRETTE M DAVIS THE CLUB,6100 N CHARLES ST,,BALTIMORE,MD,21212-1226,39.373779,-76.629921,1,0,3,3,1000,201601,1,16,280000000,1,1,201812,0,0,2,0,12,0,0,0,S20,
520305098,ENGINEERING SOCIETY OF BALTIMORE,,11 W MOUNT VERNON PL,,BALTIMORE,MD,21201-5103,39.297217,-76.616009,1,0,6,3,3000,201505,2,0,059279000,1,1,201812,3,3,2,0,12,49462,41618,41618,S41,
520316688,INTERNATIONAL LONGSHOREMENS ASSOCIATION,% JOHN LICHLING & R NEARHOO DAVID B,1128 HULL ST # 30,,BALTIMORE,MD,21230-5237,39.273445,-76.59144,1,0,3,3,2000,201807,1,15,263000000,1,1,201712,1,4,1,0,12,3957,235161,235161,A23,
520316690,14 W HAMILTON STREET CLUB INC,,14 W HAMILTON ST,,BALTIMORE,MD,21201-5008,39.295777,-76.616552,1,0,3,3,1700,201706,1,10,000000000,1,1,,0,0,6,0,12,0,0,0,X21,
520336750,GREEN MOUNT CEMETERY CORPORATION,,1501 GREENMOUNT AVE,,BALTIMORE,MD,21202-3925,39.308818,-76.606476,1,0,3,3,1000,201503,1,15,900000000,1,1,201903,0,0,2,0,3,0,0,0,O50,
520342760,HAMILTON STREET CLUB,,16 E HAMILTON ST,,BALTIMORE,MD,21202-2232,39.295901,-76.61464,1,0,3,3,1000,201712,1,16,319000000,1,1,,0,0,2,0,12,0,0,0,P20,
520364200,INTERNATIONAL LONGSHOREMENS ASSOCIATION,% CHARLES MARKOWSKI & DAVID KONIG,1345 HULL ST,,BALTIMORE,MD,21230-5243,39.27062,-76.592512,1,0,3,3,1000,201503,1,15,263279000,1,1,201812,0,0,2,0,12,0,0,0,B82,
520364296,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 37,,3615 NORTH POINT BLVD STE A,,BALTIMORE,MD,21222-2700,39.27715,-76.479233,1,0,3,3,1000,201603,1,15,263566279,1,1,201706,0,0,2,0,6,0,0,0,P20,
520368135,JOHNS HOPKINS CLUB INC,% JOHNS HOPKINS UNIVERSITY,3400 NORTH CHARLES STREET,,BALTIMORE,MD,21218-2625,39.32931,-76.617764,1,0,3,3,1200,201608,1,15,916318319,1,1,201806,5,6,1,0,6,891515,1097454,1097454,J22,
520391710,LITHUANIAN HALL ASSOCIATION INC,,851 HOLLINS ST # 853,,BALTIMORE,MD,21201-1003,39.287635,-76.630387,1,0,3,3,2000,201708,1,16,998000000,1,1,201812,4,4,1,0,12,125173,178304,178304,O99,
520392505,BAKERY CONFECTIONERY TOBACCO WORKERS AND GRAIN MILLERS INTL UNI,,2701 W PATAPSCO AVE STE 115,,BALTIMORE,MD,21230-2732,39.25439,-76.656868,1,0,3,3,1270,201707,1,15,263264566,1,1,,0,0,2,0,12,0,0,0,Q33,
520403190,MARYLAND CLUB,,1 E EAGER ST,,BALTIMORE,MD,21202-2501,39.300548,-76.615427,1,0,3,3,7000,201607,1,10,298916279,1,1,,0,0,6,0,12,0,0,0,X20,
520403670,MARYLAND HISTORICAL SOCIETY,% BUNKY MARKERT / YULIN,201 W MONUMENT ST,,BALTIMORE,MD,21201-4601,39.296862,-76.619012,1,0,3,3,1000,201512,1,15,065207062,1,1,201812,1,0,2,0,12,692,0,0,P20,
520410730,MEDICAL & CHIRURGICAL FACULTY OF MARYLAND,,1211 CATHEDRAL ST,,BALTIMORE,MD,21201-5516,39.304026,-76.617994,1,0,3,3,2000,201908,1,16,059061279,1,1,,0,0,2,0,12,0,0,0,O20,
520419794,IMPROVED BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE WORLD,,1526 MADISON AVE,,BALTIMORE,MD,21217-3645,39.304828,-76.629257,1,0,3,3,2000,201505,1,15,279265000,1,1,201812,0,0,2,0,12,0,0,0,O30,
520422755,MOUNT VERNON CLUB OF BALTIMORE INC,,8 W MOUNT VERNON PL,,BALTIMORE,MD,21201-5119,39.297997,-76.616399,1,0,3,3,1000,201602,1,15,319000000,1,1,201812,0,0,2,0,12,0,0,0,,
520422860,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,% FRANK BARRON,4834 RIDGE RD,,BALTIMORE,MD,21237-3340,39.360811,-76.487867,1,0,3,3,1000,201505,1,16,264000000,1,1,201812,2,3,2,0,12,16415,47646,47646,T50,
520424654,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,% MARY PLAINE SEC-TREAS,1055 TAYLOR AVE STE 218,,BALTIMORE,MD,21286-8333,39.383439,-76.573473,1,1531,4,9,1300,196111,2,0,263279000,5,1,,0,0,1,0,12,0,0,0,,5022 CRENSHAW COUNTY NAACP
520432920,OAK LAWN CEMETERY OF BALTIMORE COUNTY,,7225 EASTERN AVE,,BALTIMORE,MD,21224-1916,39.289094,-76.521217,1,0,3,3,1000,201602,1,15,900000000,1,1,201712,3,3,1,0,12,48815,65285,65285,L20,NEHI
520434783,INTERNATIONAL BROTHERHD - BOILRMKRS IR SHP BLDRS BLCKSMTH FRGRS & HLPR,% DANIEL J WEBER BM-ST,1101 W PATAPSCO AVE,,BALTIMORE,MD,21230-3416,39.246138,-76.636356,1,0,3,3,1000,201506,1,15,263264279,1,1,201612,1,1,2,0,7,9423,9020,9020,O50,
520434802,COMMUNICATION WORKERS OF AMERICA,% MICHAEL GREEN,1335 LINDEN AVE,,BALTIMORE,MD,21227-2407,39.249736,-76.692417,1,0,3,3,7000,201612,1,10,263264279,1,1,201812,0,0,6,0,12,0,0,0,X20,
520447323,POLISH HOME CLUB INC,,512 S BROADWAY,,BALTIMORE,MD,21231-2912,39.285448,-76.593699,1,0,3,3,2700,201512,1,16,602908040,1,1,201812,0,0,2,0,12,0,0,0,B70,
520464250,ROLAND PARK ROADS AND MAINTENANCE CORPORATION,,5115 ROLAND AVE STE B,,BALTIMORE,MD,21210-2138,39.356071,-76.634208,1,0,3,3,1200,201905,1,16,402000000,1,1,,0,0,2,0,12,0,0,0,Q21,
520466100,ROTARY INTERNATIONAL,% THE HYATT REGENCY,300 LIGHT ST,,BALTIMORE,MD,21202-1012,39.285082,-76.614098,1,0,3,3,1000,201509,1,15,520349200,1,1,201612,0,0,2,0,12,0,0,0,P20,
520486540,SINAI HOSPITAL OF BALTIMORE INC,% NANCY KANE,2401 W BELVEDERE AVE,,BALTIMORE,MD,21215-5216,39.352624,-76.661965,1,0,7,3,1000,201903,2,0,150000000,1,1,,0,0,1,0,12,0,0,0,N50,
520491660,HARBOR HOSPITAL INC,% JOEL BRYAN,3001 S HANOVER ST,,BALTIMORE,MD,21225-1233,39.251885,-76.613987,1,0,3,3,1200,201512,1,15,150000000,1,1,201706,1,2,2,0,6,2,11217,11217,P30,
520493130,SPARROWS POINT COUNTRY CLUB INC WISE AVENUE,% MELANIE STASCH,919 WISE AVE,,BALTIMORE,MD,21222-5032,39.254897,-76.476349,1,0,3,3,1000,201508,1,15,298916280,1,1,201812,0,0,2,0,12,0,0,0,P60,
520500207,STONELEIGH COMMUNITY ASSOCIATION INC,,821 HATHERLEIGH RD,,BALTIMORE,MD,21212-1600,39.382603,-76.601853,1,0,3,3,1200,201602,1,15,402000000,1,1,201812,0,0,2,0,12,0,0,0,P40,
520501700,SUBURBAN CLUB OF BALTIMORE COUNTY,,7600 PARK HEIGHTS AVE,,BALTIMORE,MD,21208-4300,39.374237,-76.713874,1,0,3,3,1000,201510,1,15,319317000,1,1,201812,0,0,2,0,12,0,0,0,G96,
520504783,TALL CEDARS OF LEBANON OF NORTH AMERICA,% RAY WINGATE,2501 PUTTY HILL AVE,,BALTIMORE,MD,21234-4307,39.389172,-76.543177,1,0,3,3,1000,201601,1,15,402602000,1,1,201812,0,0,2,0,12,0,0,0,O50,
520506073,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,,1030 S DUKELAND ST,,BALTIMORE,MD,21223-3303,39.275553,-76.662879,1,0,3,3,1000,201506,1,15,911000000,1,1,201712,0,0,2,0,12,0,0,0,O50,
520507188,AMALGAMATED TRANSIT UNION,% SHERMAN BRYANT HOPE,126 W 25TH ST,,BALTIMORE,MD,21218-5006,39.318006,-76.619279,1,0,3,3,1200,201505,1,16,263000000,1,1,201712,0,0,2,0,12,0,0,0,P20,TIACTS
520512030,INTERNATL BROTHERHOOD OF TEAMSTERS,,1030 S DUKELAND ST,,BALTIMORE,MD,21223-3303,39.275553,-76.662879,1,0,3,3,7000,201507,1,10,911000000,1,1,201512,2,3,6,0,12,10055,25281,25281,X30,
520513202,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,,1010 OLDHAM ST,,BALTIMORE,MD,21224-4509,39.281467,-76.556405,1,0,3,3,2000,201505,1,16,263279000,1,1,201812,0,0,2,0,12,0,0,0,F01,
520514955,COMMUNICATION WORKERS OF AMERICA,% ORRIE HARRIS PRES,416 E 31ST ST,,BALTIMORE,MD,21218-3410,39.326289,-76.610078,1,0,3,3,7000,201505,1,10,263264279,1,1,,0,0,6,0,12,0,0,0,X20,
520514974,UNITED HEBREW CEMETERY INC,,7000 ROCKLAND HILLS DR,,BALTIMORE,MD,21209-1112,39.384933,-76.668919,1,0,3,3,1000,201507,1,21,900000000,1,1,201812,2,6,1,0,12,15592,2191695,2191695,T20,
520517415,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MARYLAND,% WAR MEMORIAL BLDG,,WAR MEMORIAL BLDG RM J,,,,0,0,0,0,3,3,1000,201806,1,15,907000000,1,1,201812,0,0,2,0,12,0,0,0,G41,
520521895,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,,6910 EASTERN AVE,,BALTIMORE,MD,21224-3101,39.288661,-76.529052,1,0,3,3,1200,201511,1,16,911000000,1,1,201906,0,0,2,0,6,0,0,0,P20,
520534895,WOMANS CLUB OF ROLAND PARK,% CLAIRE REED,4500 ROLAND AVE,,BALTIMORE,MD,21210-2541,39.344438,-76.635927,1,0,3,3,1200,201511,1,15,123000000,1,1,201806,1,1,2,0,6,1457,2739,2661,W30,
520534910,WOMANS INDUSTRIAL EXCHANGE OF BALTIMORE,,33 N CHARLES ST,,BALTIMORE,MD,21204-0000,39.390945,-76.630213,0.9,0,3,3,1000,201802,1,16,234916000,1,1,,0,0,2,0,12,0,0,0,P99,
520534930,WOMENS CIVIC LEAGUE INC,% BERTHA T PINDER,9 N FRONT ST,,BALTIMORE,MD,21202-4716,39.290199,-76.605207,1,0,6,3,2000,201511,2,0,999000000,1,1,201812,4,4,1,0,12,112004,408970,408970,S40,
520542452,FEDERAL EMPLOYEES ACTIVITIES ASSOCIATION INC,,7500 SECURITY BLVD RM L1912,,BALTIMORE,MD,21244-1849,39.317948,-76.763985,1,0,3,3,2000,201509,1,15,264000000,1,1,201812,4,4,1,0,12,183510,310586,310586,E40,
520545446,LEAGUE OF WOMEN VOTERS OF BALTIMORE CITY INC,% LOIS HYBL,6600 YORK RD STE 211,,BALTIMORE,MD,21212-2024,39.376572,-76.609305,1,1601,3,9,7000,196310,0,10,482000000,5,1,,0,0,6,0,12,0,0,0,,
520545525,ARBUTUS VOLUNTEER FIRE DEPT OF BALTIMORE COUNTY INC,,5200 SOUTHWESTERN BLVD,,BALTIMORE,MD,21227-2820,39.250429,-76.691897,1,0,3,3,2300,201510,1,16,407000000,1,1,201812,0,0,2,0,12,0,0,0,B92,CHASE THE COOL
520554407,MARYLAND NURSES ASSOCIATION INC,% NANCY GOLDSTEIN,6400 BALTIMORE NATIONAL PIKE 523,,BALTIMORE,MD,21228-3930,39.284847,-76.756906,1,3996,3,9,1000,200307,1,16,261279120,5,1,201812,1,1,2,0,12,4811,1500,1500,,PHI BETA SIGMA FRATERNITY INC-GAMMA
520557692,STEAMSHIP TRADE ASSOCIATION OF BALTIMORE INC,% CHRIS PAYNE,8615 RIDGELEY CHOICE DRIVE SUITE 20,,BALTIMORE,MD,21236-3026,39.389934,-76.492093,1,3996,3,9,1000,200307,1,16,264179265,5,1,201712,0,0,2,0,12,0,0,0,,MORGAN ENTREPRENEURSHIP ALUMNI CHAP
520557750,BALTIMORE SCHOOL OF THE BIBLE INCORPORATED,% THOMAS J SCHETELICH,1712 PARK AVE,,BALTIMORE,MD,21217-4367,39.309303,-76.627686,1,0,3,3,1000,201506,1,16,046007124,1,1,201806,0,0,2,0,6,0,0,0,P87,ACCESS HEARS
520563083,CAMP AIRY & CAMP LOUISE FOUNDATION INC,,5750 PARK HTS AVE STE306,,BALTIMORE,MD,21215-3930,39.354207,-76.686947,1,0,3,3,1000,201508,1,21,325602040,1,1,201806,3,1,2,0,6,37295,1404,1404,T30,
520566297,UNITED HEBREW CEMETERY CORP INC OF ROSEDALE,,7020 REISTERSTOWN RD,,BALTIMORE,MD,21215-1423,39.363295,-76.712393,1,3397,3,9,1000,197605,1,15,900901000,1,1,201810,0,0,2,0,10,0,0,0,B71B,FRIENDS OF THE REISTERTOWN ROAD LIB
520566794,STAR K CERTIFICATION INC,,122 SLADE AVE,,BALTIMORE,MD,21208-4915,39.368123,-76.720125,1,0,3,3,1200,201605,1,15,029059000,1,1,201812,0,0,2,0,12,0,0,0,S20,
520567245,CHARM CITY EAST LODGE 70 LOYAL ORDER OF MOOSE INC,,7418 A EASTERN AVENUE,,BALTIMORE,MD,21224-1917,39.291282,-76.522325,1,0,3,3,1000,201508,1,16,030036382,1,1,201812,0,0,2,0,12,0,0,0,H30,
520572105,AMERICAN LEGION DUNDALK POST NO 38 INCORPORATED,,3300 DUNDALK AVE,,BALTIMORE,MD,21222-5960,39.252001,-76.522143,1,0,3,3,1000,201907,1,16,907908000,1,1,,0,0,2,0,12,0,0,0,S99,
520575305,CHIMES INC,,4815 SETON DR,,BALTIMORE,MD,21215-3211,39.341441,-76.708354,1,0,3,3,1270,201604,1,15,046030000,1,1,201906,0,0,2,0,6,0,0,0,F60,
520575721,STEAMSHIP TRADE ASSN OF BALTIMORE INTL LONGSHOREMENS ASSN BEN FUND,,6610 TRIBUTARY ST,,BALTIMORE,MD,21224-6514,39.268555,-76.529776,1,1610,3,9,7000,196310,1,10,264179265,5,1,,0,0,6,0,12,0,0,0,,
520584118,MARYLAND SCHOOL FOR THE BLIND,,3501 TAYLOR AVENUE MORRISON BLDG 3R,,BALTIMORE,MD,21236-4406,39.363564,-76.534345,1,0,3,3,7000,201601,1,16,030000000,1,1,201812,0,1,2,0,12,0,8000,8000,X20,
520591389,SAINT ANDREWS EPISCOPAL CHURCH,,6515 LOCH RAVEN BLVD,,BALTIMORE,MD,21239-1619,39.37306,-76.580791,1,0,3,3,1000,201603,1,15,001919000,1,1,201812,6,6,1,0,12,1283904,1561233,1443411,S30,
520591390,ST ANNS CATHOLIC CHURCH,,528 E 22ND ST,,BALTIMORE,MD,21218-5405,39.314697,-76.608854,1,0,3,3,1000,201704,1,15,000000000,1,1,201812,4,3,1,0,12,130116,65868,65868,A20,
520591391,ST ANTHONYS CHURCH,% SHARON EDWARDS,4414 FRANKFORD AVE,,BALTIMORE,MD,21206-5133,39.337285,-76.550815,1,0,3,3,2000,201605,1,15,000000000,1,1,201712,2,3,1,0,12,16804,51738,51738,O99,
520591394,ST BARTHOLOMEWS EPISCOPAL CHURCH,,4711 EDMONDSON AVE,,BALTIMORE,MD,21229-2404,39.292718,-76.69822,1,0,3,3,1230,201604,1,16,001919000,1,1,201812,0,0,2,0,12,0,0,0,A23,
